debut application;fin application;mise a jour;status;cause;titre du message;corps du message;type objet;code objet référentiel IdFM
2021-09-04T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-09-02T20:55:05+02:00;active;perturbation;Ligne 613 - A compter du 4 septembre 2021;"<p><div class=""fckcontainer""><p>En raison de la mise en circulation en sens unique de la rue Arthur Chevalier, l'arr&ecirc";line;C01581
2021-11-25T01:30:00+01:00;2021-12-17T22:00:00+01:00;2021-11-25T13:55:05+01:00;active;perturbation;Perturbations LIGNE 23;"<p><div class=""fckcontainer""><p>Mesdames, Messieurs,&nbsp";line;C00276
2021-11-08T08:00:00+01:00;2021-12-17T18:00:00+01:00;2021-11-02T02:05:05+01:00;active;perturbation;Travaux Villemoisson-sur-Orge;"<p><div class=""fckcontainer""><p>FI 21 10 12</p><br><p>En raison de travaux de voirie, Avenue d&rsquo";line;C00094
2021-09-17T17:00:00+02:00;2022-12-31T18:00:00+01:00;2021-09-17T17:09:47+02:00;active;travaux;Keolis CIF bus 9502 : Arrêt SOUS-PREFECTURE non desservi;"<p><b>À partir du jeudi 16 septembre 2021 de 7h30 à 16h30</b></p><p>En raison de travaux de voirie, l’arrêt sous-préfecture à Sarcelles en direction de MONTMORENCY ne sera pas desservi.</p><p>Veuillez-vous reporter aux arrêts Théodore Bullier et Mozart-Malesherbes comme indiqué ci-dessous.</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.</p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-sous-prefecture-non-desservi/"" target=""_blank"">en savoir plus</a><br></p>";line;C00265
2021-11-29T09:00:00+01:00;2021-12-03T18:00:00+01:00;2021-11-26T17:11:21+01:00;active;travaux;Perturbations;<p>En raison de travaux, l’arrêt Les Îles ne sera pas desservi :</p><p>du lundi 29 novembre au vendredi 03</p><p>décembre 2021 de 08h00 à 17h00</p><p>Merci de vous reporter aux arrêts Pont de Limay et Saint-Maclou.</p><p>Nous vous prions de bien vouloir nous excuser de la gêne occasionnée.</p>;stop_point;monomodalStopPlace:477906
2022-01-22T05:30:00+01:00;2022-01-23T03:30:00+01:00;2021-11-25T21:55:00+01:00;future;travaux;Ligne D : Juvisy - Corbeil-Ess. du 15/01 au 6/02.;<p>Période : toute la journée, les samedis et dimanches.<br>Dates : 15/16,  22/23, 29/30 janvier et 5/6 février<br>Le trafic est interrompu entre Juvisy et Corbeil-Essonnes via Ris-Orangis.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2021-12-17T22:00:00+01:00;2021-12-18T04:00:00+01:00;2021-10-15T19:20:46+02:00;future;travaux;Ligne T4 : interrompu 08 novembre au 17 décembre;"<p>Période : à partir de 21h00.<br>Dates : du lundi 08 novembre au vendredi 17 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu sur l'ensemble de la ligne.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211108-T4-%2045%20V2%20-%20soir%C3%A9e%20AB-CM%208%20nov%20au%2017%20d%C3%A9c%20m%C3%A9dia.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01843
2021-12-03T23:00:00+01:00;2021-12-04T01:00:00+01:00;2021-10-15T14:20:59+02:00;future;travaux;Ligne N : Paris Montp. - Mantes 01/11-03/12;"<p>Période : en soirée.<br>Dates : du lundi 01 novembre au vendredi 03 décembre, sauf les samedis et les dimanches<br>Le trafic est interrompu de Paris Montparnasse vers Mantes-la-Jolie.<br>Un service de bus de remplacement est mis en place.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-09/20211101-N-%202021%20%20-%20%20611%20A%20%20-%20%20MTE%20-%20%20v1.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01736
2021-10-25T05:40:00+02:00;2022-12-31T19:40:00+01:00;2021-10-11T12:20:32+02:00;active;travaux;Keolis CIF bus 1 : Arrêts GROS SAULE et GARE DE SEVRAN BEAUDOTTES non desservis;"<p><b>A partir du lundi 25 octobre jusqu’à la fin des travaux (2 semaines environ)</b></p><p>En raison de travaux sur la voirie, les arrêts GROS SAULE et GARE DE SEVRAN BEAUDOTTES ne seront pas desservis en direction de la Gare de Villeparisis Mitry-le-Neuf <br></p><p>Veuillez-vous reporter à l’arrêt provisoire selon le cheminement piéton indiqué.</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.</p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-gros-saule-et-gare-de-sevran-beaudottes-non-desservis/"" target=""_blank"">En savoir plus</a><br></p><p> </p>";line;C00189
2021-12-10T05:00:00+01:00;2021-12-10T05:40:00+01:00;2021-10-25T14:45:03+02:00;future;travaux;Ligne J : Mantes - Issou Porcheville 29/11 -10/12;"<p>Période : de 4h à 4h40 du lundi au vendredi<br>Dates : du lundi 29 novembre au vendredi 10 décembre 2021  <br>Le premier train est origine Issou Porcheville.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentienlle-20211129-j-mantesissoi-29au30novembre-1au10decembre"" target=""""><br>Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01739
2021-10-18T02:00:00+02:00;2022-01-29T00:59:00+01:00;2021-10-14T17:50:00+02:00;active;perturbation;Ligne 38-03 - Ermont - Travaux;"<p><div class=""fckcontainer""><p>En raison de travaux l&rsquo";line;C00486
2021-09-02T02:00:00+02:00;2022-08-31T02:00:00+02:00;2021-08-31T18:35:06+02:00;active;perturbation;Suppression arrêt 8 mai 1945;"<p><div class=""fckcontainer""><p>Chers voyageurs,&nbsp";line;C00959
2021-11-08T07:30:00+01:00;2022-07-05T10:00:00+02:00;2021-10-21T20:55:03+02:00;active;perturbation;Modification d'horaires;"<p><div class=""fckcontainer""><br><p>Mesdames, Messieurs,&nbsp";line;C00138
2021-05-05T11:30:00+02:00;2021-12-31T12:30:00+01:00;2021-05-05T11:36:44+02:00;active;perturbation;Réseau SQYBUS : Perturbation ligne 415;"<p>Perturbation ligne 415 : à partir du 2 avril 2021.</p><p>En raison des difficultés de circulation rue Jacques Tati à Bois d'Arcy, la ligne sera déviée dans les deux sens jusqu'à la fin des travaux.</p><p>L'arrêt ""Jacques Tati"" ne sera pas desservi.</p><p>L'arrêt ""René Clair"" sera reporté à l'arrêt ""Méliès-Croix Bonnet"".</p>";line;C01528
2021-12-05T23:45:00+01:00;2021-12-06T03:45:00+01:00;2021-11-12T17:00:07+01:00;future;travaux;Ligne P : Paris Est - Meaux du 4 au 12/12;"<p>Période : de 22h45 à fin de service<br>Dates : les samedis 4 et 11 décembre et le dimanche 12 décembre<br>Le trafic est interrompu entre Paris Est et Meaux.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211204-p-parismeaux-4-5et12decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01730
2021-05-31T19:20:00+02:00;2021-12-31T19:00:00+01:00;2021-10-05T02:21:12+02:00;active;travaux;Réseau STIVO - Déviation ligne 35 - Travaux rue de Livilliers;<p>A compter du lundi 5 octobre 2020 déviation ligne 35 dans les 2</p><p>directions pendant toute la durée du service en raison de travaux rue de Livilliers à Osny - Prévision fin de travaux 31 décembre 2021.</p><p><br></p><p>Vous pouvez voir les impacts sur les arrêts sur stivo.com<br></p>;line;C00764
2021-09-06T02:00:00+02:00;2022-07-18T01:59:00+02:00;2021-08-27T18:40:06+02:00;active;perturbation;L04 travaux Thorigny du 6 sept 21 au 17 juillet 22;"<p><div class=""fckcontainer""><p>En raison d&rsquo";line;C00622
2021-12-10T14:00:00+01:00;2021-12-10T15:00:00+01:00;2021-10-19T16:55:07+02:00;future;travaux;Ligne L : Paris - Nanterre U./Cergy 27/09-12/11;"<p>Période : entre 13h00 et 14h00.<br>Dates : du lundi 27 septembre au vendredi 12 novembre, sauf les samedis, les dimanches, le lundi 1 novembre et le jeudi 11 novembre.<br>Les gares des Vallées et de Nanterre Université sont non desservies.<br>En conséquence, un service de bus de remplacement est mis en place entre Bécon les Bruyères et Houilles Carrières sur Seine.<br>De plus, les horaires et les dessertes des trains sont modifiés entre Paris Saint-Lazare et Nanterre Université / Cergy le Haut.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20210927-l-nanterreuniversiteetlesvalleesnondesservies-du27septembreau12novembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte de ces travaux.<br>Motif : travaux.</p>";line;C01740
2021-12-11T03:00:00+01:00;2021-12-12T02:30:00+01:00;2021-11-07T11:20:06+01:00;future;travaux;Ligne B : Paris Nord - Aulnay s/s Bois 7/11-12/12;"<p>Période : toute la journée.<br>Dates : dimanche 7, jeudi 11 et les week-ends du 13/14 novembre et du 11/12 décembre.<br>Le trafic est interrompu entre Gare du Nord et Aulnay sous Bois.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-09/20211107-b-parisaulnay-du7novembreau12decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte de ces travaux.<br>Motif : travaux.</p>";line;C01743
2021-06-11T16:40:00+02:00;2021-12-31T17:40:00+01:00;2021-06-17T17:29:12+02:00;active;travaux;Travaux rue Alphonse Daudet à Draveil - A partir du 11 juin 2021 jusqu'à la fin des travaux;"<p>En raison de travaux rue Alphonse Daudet à Draveil, l’arrêt <u>Parc de Champrosay</u> ne sera pas desservi <b>uniquement</b> en direction de Juvisy</p><p> </p><p><b>A partir du 11 juin 2021</b></p><p><b>Jusqu’à la fin des travaux</b></p><p> </p><p>Nous vous invitons à vous reporter à l’arrêt <u>Parc de Champrosay provisoire</u>, situé à 60m sur la rue Alphonse Daudet.</p><p>Pour plus d'infos: <a href=""https://www.keolis-essonne-valdemarne.com/se-deplacer/info-trafic/details-de-la-perturbation/trafic/main/Alerte/travaux-rue-alphonse-daudet-a-draveil-a-partir-du-11-juin-2021-jusqua-la-fin-des-travaux-1/"" target=""_blank"">https://www.keolis-essonne-valdemarne.com/se-deplacer/info-trafic/details-de-la-perturbation/trafic/main/Alerte/travaux-rue-alphonse-daudet-a-draveil-a-partir-du-11-juin-2021-jusqua-la-fin-des-travaux-1/</a></p>";line;C00392
2021-02-17T10:20:00+01:00;2022-02-17T12:20:00+01:00;2021-02-17T10:31:09+01:00;active;travaux;KEOLIS VAL D'OISE BUS B DIM : Arrêts ROUSSEL et LES LOGETTES non desservis;"<p>En raison de travaux rue Jules Guesde à Beaumont-sur-Oise, le<b>s arrêts « ROUSSEL » ET « LES LOGETTES » ne seront pas desservis dans les deux directions, du mardi 16 février 2021 jusqu’à fin des travaux.</b></p><p>Veuillez-vous reporter aux arrêts « Mairie de Beaumont » et « Tilleuls » .</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.</p><p><a href=""https://www.keolis-valdoise.com/se-deplacer/voir-toutes-les-infos-trafic/detail-de-linfo-trafic/trafic/main/Alerte/arrets-roussel-et-les-logettes-non-desservis-1/"" target=""_blank"">En savoir plus </a><br></p><p> </p><p> </p>";line;C01660
2021-11-30T23:30:00+01:00;2021-12-01T04:00:00+01:00;2021-10-28T13:45:05+02:00;future;travaux;Ligne C : Javel - Vers.Chât./St-Quentin 15-30/11;"<p>Période : à partir de 22h30 jusqu'en fin de soirée du lundi au vendredi<br>Dates : du lundi 15 au vendredi 30 novembre 2021<br>Le trafic est interrompu entre Javel et Versailles Château Rive Gauche et de Javel vers Saint-Quentin en Yvelines - Montigny-le-Bretonneux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211115-c-javel-versailleschateaustquentin-15au30nobembre"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01727
2021-01-12T01:00:00+01:00;2021-12-31T01:00:00+01:00;2021-01-12T10:40:05+01:00;active;perturbation;TZEN1;"<p><div class=""fckcontainer"">Du lundi au vendredi, les départs suivants sont supprimés 8 h 53 9 h 07 9 h 22 9 h 37 22 h 17 et 22 h 47<br>Le samedi les départs de 22 h 17 et 22 h 47 sont supprimés<br>En direction de Gare de Lieusaint:<br>Du lundi au vendredi, les départs suivants sont supprimés 15 h 30 15 h 44 16 h 02 16 h 18 22 h 53 et 23 h 23<br>Le samedi les départs de 22 h 55 et 23 h 25 sont supprimés<br>Du 5 décembre 2020 et pour une durée indéterminée<br>Bon voyage sur votre ligne</div><a href='https://www.transdev-idf.com/horaire-ligne-tzn1-senart_519'>En savoir plus sur cette information.</a></p>";;
2022-01-11T00:00:00+01:00;2022-01-11T03:30:00+01:00;2021-11-25T21:35:03+01:00;future;travaux;Ligne D : Paris Lyon - Corbeil-Ess. du 10/1 au 4/2;<p>Période : à partir de 23h<br>Dates : du lundi 10 janvier au vendredi 4 février<br>Le trafic est interrompu entre Paris Gare de Lyon et Corbeil-Essonnes via Évry - Courcouronnes.<br>Un service de bus de remplacement est mis en place entre:<br>Paris - Corbeil Essonnes via Evry Courcouronnes<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux .</p>;line;C01728
2021-06-21T11:50:00+02:00;2022-01-04T00:00:00+01:00;2021-09-20T14:32:57+02:00;active;travaux;Ligne 5 - Prolongée jusqu'au Lundi 3 Janvier 2022 - Déviation secteur Reine Amélie de Portugal en direction de Bernard de Jussieu uniquement;"<p>Suite à des travaux avenue Debasseux au Chesnay-Rocquencourt, , vos bus 5 sont déviés en direction de Bernard de Jussieu uniquement.</p><p>Les arrêts suivants ne peuvent plus être desservis :</p><p>- Reine Amélie de Portugal - reportez-vous à l'arrêt Place de la Loi</p><p>- Saint-Jean - reportez-vous à l'arrêt Beauvau Rémilly</p><p>- De Bange - reportez-vous à l'arrêt Beauvau Rémilly </p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Ligne_5_-_Prolongee_jusqu_au_03_01_2022_-_deviation_Reine_Amelie_de_Portugal.pdf"" target=""_blank"">Cliquez ici pour ouvrir le plan de déviation</a></p>";line;C00696
2021-12-01T23:20:00+01:00;2021-12-02T03:20:00+01:00;2021-10-19T19:25:47+02:00;future;travaux;Ligne L : Paris SL - Maisons Laffit. 29/1 - 03/12;"<p>Période : de 22h20 à fin de soirée<br>Dates : du lundi 29 novembre au vendredi 3 décembre.<br>Le trafic est interrompu entre Paris Saint-Lazare et Maisons-Laffitte.<br>En conséquence, un service de bus de remplacement est mis en place entre Bécon les Bruyères et Maisons Laffitte, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-10/20211129-a-sartrouvillecergypoissy-du29novembreau3decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : renouvellement d'un poste d'aiguillage.</p>";line;C01740
2021-11-02T01:00:00+01:00;2022-03-05T00:59:00+01:00;2021-10-28T17:35:01+02:00;active;perturbation;VALENTON - Avenue Julien Duranton (Lignes O1O2);"<p><div class=""fckcontainer""><br><p>En raison de travaux Avenue Julien Duranton &agrave";line;C01751
2020-09-25T08:00:00+02:00;2021-12-31T21:30:00+01:00;2020-09-25T04:20:06+02:00;active;perturbation;Ligne 12 : Report arrêt Briaude vers Cyrano;"<p><div class=""fckcontainer""><br><p>&nbsp";line;C00348
2021-10-11T05:30:00+02:00;2021-12-31T01:30:00+01:00;2021-10-11T21:45:11+02:00;active;perturbation;Perturbation - réseau Sénart;"<p><div class=""fckcontainer""><br><p><span style=""color: rgb(37, 48, 59)";line;C02187
2021-09-02T02:00:00+02:00;2022-08-31T02:00:00+02:00;2021-08-31T16:35:04+02:00;active;perturbation;Nouveauté réseau;"<p><div class=""fckcontainer""><p>&nbsp";line;C00956
2021-11-29T08:00:00+01:00;2021-12-03T19:00:00+01:00;2021-11-24T02:10:04+01:00;active;perturbation;Travaux Sainte Aulde;"<p><div class=""fckcontainer""><br><p>Du 29 novembre au 03 d&eacute";line;C00921
2021-09-01T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-08-26T18:50:10+02:00;active;perturbation;Ligne 604 - A compter du 1er septembre 2021;"<p><div class=""fckcontainer""><p>A compter du mercredi 1er septembre 2021 la desserte de l'arr&ecirc";line;C01576
2021-09-01T02:00:00+02:00;2022-02-01T00:59:00+01:00;2021-10-18T13:01:00+02:00;active;perturbation;Déviation - Ligne U;"<p><div class=""fckcontainer""><br><p>*** PROLONGATION ***</p><br><p>En raison d'un arr&ecirc";line;C00597
2021-11-21T02:00:00+01:00;2021-11-21T06:00:00+01:00;2021-11-19T15:32:22+01:00;future;perturbation;Métro 14 fermé en raison de travaux jusqu'au 28 décembre inclus.;"<p>En raison de travaux, le trafic est interrompu sur l'ensemble de la ligne, les dimanches, lundis et mardis soir, de 22h00 à fin de service, jusqu'au 28 décembre inclus.</p><p>Pour plus d’information, <a href=""https://www.ratp.fr/sites/default/files/inline-files/202109_fer_totale_dim_lun-mar_soir_affiche_a4_def.pdf"" target=""_blank"">cliquez ici. </a><br></p>";line;C01384
2021-11-23T15:00:00+01:00;2021-12-18T00:00:00+01:00;2021-11-23T15:05:00+01:00;active;travaux;Lignes 102-103-104 - du 29/11 au 17/12/21 de 9h à 16h30 - Déviation avec arrêt Les Loges Eglise déplacé;"<p>Suite à des travaux, l'arrêt Les Loges Eglise est déplacé dans la rue de Buc.</p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Lignes_102-103-104_-_du_lundi_29-11_au_vendredi_17-12-2021_de_9h_a16h30_-_Deviation_arret_Les_Loges_Eglise_deplace.pdf"" target=""_blank"">Cliquez ici pour ouvrir le plan de déviation</a></p>";line;C00707
2021-11-02T23:30:00+01:00;2021-12-06T04:30:00+01:00;2021-10-29T14:50:02+02:00;active;perturbation;Ligne 605 - Du 02 au 05 novembre 2021;"<p><div class=""fckcontainer""><br><p>En raison des navettes de substitution, les arr&ecirc";line;C01577
2021-11-30T00:15:00+01:00;2021-11-30T04:00:00+01:00;2021-11-25T12:25:05+01:00;future;travaux;Ligne D : Paris Lyon - Creil 29/11-03/12;"<p>Période : à partir de 23h15<br>Dates : du lundi 29 novembre au  vendredi 03 décembre<br>Le trafic est interrompu entre Paris Gare de Lyon et Creil.<br>Un service de bus de remplacement est mis en place.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-11/20211129-d-24%20PN%202021%20-LB-%20SDU%20GOU%20CL%20S48.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01728
