debut application;fin application;mise a jour;status;cause;titre du message;corps du message;type objet;code objet référentiel IdFM
2021-11-09T11:00:00+01:00;2021-12-16T05:00:00+01:00;2021-11-09T11:19:26+01:00;active;perturbation;KEOLIS CIF BUS TBUS1 TBUS2 TBUS3 FILEO : Arrêt LA PAIX non desservi;"<p>En raison de travaux sur la voirie à Tremblay-en-France<b>, l’arrêt LA PAIX ne sera pas desservi en direction de la Gare du Vert Galant du lundi 15 novembre au mercredi 15 décembre 2021.</b></p><p>Veuillez-vous reporter à l’arrêt provisoire selon le cheminement piéton indiqué.</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. </p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-la-paix-non-desservi/"" target=""_blank"">En savoir plus </a><br></p>";line;C02060
2021-12-01T08:00:00+01:00;2021-12-01T19:00:00+01:00;2021-11-22T11:25:01+01:00;active;travaux;Transdev STBC - Lignes 1, 5, 7s et 9s;<p>En raison de travaux Avenue des Sciences, les arrêts suivants ne seront pas desservis:</p><p>- Claude Bernard : sur les lignes 1, 5, 7s et 9s dans tous les sens de circulation.</p><p>- Cassini : Ligne 1 (direction Gare de Chelles), Ligne 5 (direction Gare de Lagny-Thorigny), Ligne 7s (direction Cité Scolaire) et 9s direction (Bois Madame).</p><p>- Collège Corot : Lignes 7s et 9s dans les deux sens de circulation</p><p> </p><p>Du lundi au vendredi de 7h30 à 17h30.</p><p>A partir du 22 novembre au 17 décembre 2021.</p><p> </p><p>Merci de vous reporter à l’arrêt Collège Corot de la ligne 7s pour les lignes 1, 5 et 9s et à l’arrêt Pasteur pour la ligne 7s.</p><p><p></p></p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.</p><p>&lt;line;C01427
2021-12-03T23:30:00+01:00;2021-12-04T03:00:00+01:00;2021-11-11T21:30:08+01:00;future;travaux;Ligne E : Haussmann SL.-Chelles-Gournay 29/11-3/12;"<p>Période : à partir de 22h30 jusqu'en fin de soirée<br>Dates : du lundi 29 novembre au 3 décembre 2021<br>Le trafic est interrompu entre Haussmann Saint-Lazare et Chelles - Gournay.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Le service de bus à destination de Chelles-Gournay est au départ de la station de métro ligne 5 Bobigny Pablo-Picasso.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211129-e-haussmannchelles-du29novau3decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01729
2021-10-04T07:00:00+02:00;2022-01-01T00:59:00+01:00;2021-11-16T11:41:55+01:00;active;travaux;Travaux à Grigny;<p>En raison de travaux à Grigny, les arrêts Parc des Sports, Jean-Jacques Rousseau, René Clair et Condorcet ne seront pas desservis à partir du 04/10/2021 et jusqu'à la fin des travaux.</p><p>Veuillez vous reporter aux arrêts Piscine et Maison d'Arrêt des Femmes.</p>;line;C01615
2021-12-30T23:30:00+01:00;2021-12-31T04:00:00+01:00;2021-11-15T17:25:07+01:00;future;travaux;Ligne E : Haussmann St-L -Chelles-Gournay 13-30/12;"<p>Période : à partir de 22h30 jusqu'en fin de soirée, du lundi au vendredi<br>Dates : du lundi 13 au jeudi 30 décembre 2021<br>Le trafic est interrompu entre Haussmann Saint-Lazare et Chelles - Gournay.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Le service de bus à destination de Chelles-Gournay est au départ de la station de métro ligne 5 Bobigny Pablo-Picasso.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle- 20211213-e-haussmann-chelles-13au30decembre.pdf"" target=""""><br>Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01729
2021-11-15T16:10:00+01:00;2022-03-18T17:00:00+01:00;2021-11-15T16:12:54+01:00;active;travaux;Prolongation des travaux - Poissy - Arrêt La Coudraie déplacé jusqu'au 18/03/2022 de 9h00 à 16h00 uniquement.;<p>En raison de travaux de chaussée, rue de Migneaux à Poissy,</p><p>l’arrêt La Coudraie est déplacé de 30 mètres,</p><p>à hauteur du poteau provisoire</p><p>jusqu’au 18 mars 2022 <b><u>de 9h à 16h uniquement.</u></b></p><p><p></p></p><p>En dehors de cette plage horaire, l’arrêt La Coudraie est desservi à son emplacement habituel.</p><p>Nous vous prions de nous excuser de la gêne occasionnée.</p>;line;C00281
2021-12-16T21:30:00+01:00;2021-12-17T03:00:00+01:00;2021-11-03T15:00:06+01:00;future;travaux;Ligne H : Paris Nord - Pontoise du 25/10 au 17/12;"<p>Dates : du lundi 25 octobre au vendredi 17 décembre sauf week-ends.  <br>Le trafic est interrompu :<br>- à partir de 20h30 de Pontoise vers Ermont,<br>- à partir de 22h30 de Ermont Eaubonne vers Paris.<br>- à partir de 20h30 d'Ermont vers Pontoise,<br>- à partir de 22h45 de Paris Gare du Nord vers Ermont-Eaubonne.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires. Attention, les bus en direction de Pontoise sont prévus au départ de Bobigny Pablo Picasso (ligne 5 du métro) au lieu de Paris nord.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211025-H-V2-32%20BUS%20PARIS%20PONTOISE%2025%20OCT%20AU%2026%20NOV.pdf"" target="""">Pour plus d'informations sur les horaires des bus du 25 octobre au 26 novembre, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211129-H-33%20BUS%20PARIS%20PONTOISE%2029%20NOV%20au%2003%20DEC.pdf "" target="""">Pour plus d'informations sur les horaires des bus du 29 novembre au 03 décembre, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211025-h-ligneh-25octobreau3decembre-flyer"" target=""""><br>Pour plus d'informations sur ces grands travaux de nuit, cliquez ici pour télécharger l'affiche pdf.</a><br>La circulation des trains est également interrompue sur les lignes B (entre Gare du Nord et Mitry Claye) et D (entre Paris Gare de Lyon et Creil).<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01737
2021-04-01T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-03-31T04:15:01+02:00;active;perturbation;Transdev Conflans ligne 12;"<p><div class=""fckcontainer""><p>Madame, monsieur,</p><br><p>En raison de travaux dans la rue du Gros Murger</p><br><p>Du 1er Avril au 31 D&eacute";line;C01478
2021-12-01T18:15:00+01:00;2021-12-01T21:00:00+01:00;2021-11-25T18:10:01+01:00;future;perturbation;LIMEIL-BREVANNES - Retraite aux Flambeaux (J1J2);"<p><div class=""fckcontainer""><br><p>En raison de la retraite aux flambeaux dans le centre ville de Limeil-Br&eacute";line;C00575
2021-12-14T00:20:00+01:00;2021-12-14T03:30:00+01:00;2021-11-25T13:05:03+01:00;future;travaux;Ligne D : Paris Nord - Creil du 6 au 30 décembre;<p>Période : à partir de 23h20.<br>Dates : du lundi 6 au  jeudi 30 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu entre Paris Gare du Nord et Creil.<br>Un service de bus de remplacement est mis en place entre : <br>Saint-Denis Université et Goussainville/Creil du 1 au 3 décembre<br>La Plaine Stade de France et Goussainville/Creil du 6 au 30 décembre<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2022-01-28T23:50:00+01:00;2022-01-29T03:30:00+01:00;2021-11-25T21:45:05+01:00;future;travaux;Ligne D : Juvisy - Malesherbes 14, 21 et 28/01;<p>Période : à partir de 22h50<br>Dates : les vendredis 14 , 21 et 28 janvier<br>Le trafic est interrompu entre Juvisy et Malesherbes.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2021-11-22T01:00:00+01:00;2021-12-18T00:00:00+01:00;2021-11-15T16:06:15+01:00;active;perturbation;Travaux - Poissy - Arrêts Le Cep et Commissariat non desservis en direction de Saint-Germain-en-Laye du 22/11 au 17/12/2021.;<p>En raison de travaux gaz liés au chantier du T13,</p><p>avenue Fernand Lefèbvre à Poissy,</p><p>la ligne 24 est déviée en direction de Saint-Germain-en-Laye.</p><p>Les arrêts Le Cep et Commissariat ne seront pas desservis</p><p><p></p></p><p>du 22 novembre au 17 décembre 2021.</p><p>Report à l'arrêt Fernand Lefèbvre ou Gare Sud.</p><p>Nous vous prions de nous excuser de la gêne occasionnée.</p>;line;C00277
2021-11-03T00:35:00+01:00;2021-11-03T04:00:00+01:00;2021-09-27T23:15:04+02:00;future;travaux;Ligne H : Paris N-Sarcelles St-B./Ermont 2-30/11;<p>Période : à partir de 23h35 jusqu'en fin de soirée  <br>Dates : du mardi 2 au mardi 30 novembre, sauf les samedis et dimanches<br>Le trafic est interrompu entre Paris Gare du Nord et Sarcelles - Saint-Brice et entre Paris Gare du Nord et Ermont - Eaubonne.<br>Un service de bus de remplacement est mis en place au départ de la station Bobigny Pablo Picasso métro ligne 5, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2021-11-21T18:20:00+01:00;2021-12-13T00:24:00+01:00;2021-11-18T18:26:17+01:00;active;travaux;PROLONGATON TRAVAUX LIGNE 20;<p>PROLONGATION JUSQU’AU DIMANCHE 12 DECEMBRE (Date de fin théorique)</p><p>Nous vous informons qu’en raison de travaux au niveau de la Gare routière à Noisy-le-Roi, la desserte de la gare sera déplacée.</p><p>Pour visualisez la note&nbsp;line;C00416
2021-11-17T22:30:00+01:00;2021-11-18T03:30:00+01:00;2021-11-17T12:15:02+01:00;future;travaux;Ligne H : Paris Nord - Luzarches 25/10 - 3/12;"<p>Dates : du lundi 25 octobre au vendredi 3 décembre sauf week-ends.<br>Les horaires sont modifiés pour le dernier train 125501 à destination de Luzarches.<br><a href=""https://transilien.com/sites/transilien/files/2021-09/20211025-h-horairemodifiepourle125501du25octobreau3decembre2021.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>A partir de 22h00, la circulation des trains est interrompue entre Paris et Luzarches.<br>En conséquence, des bus de substitution sont mis en place. Attention, les bus en direction de Luzarches sont prévus au départ de Bobigny Pablo Picasso (ligne 5 du métro).<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211025-H-%2032%20BUS%20PARIS%20LUZARCHES%202510%20au%200312%20%28002%29.pdf"" target="""">Pour les horaires des bus, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211025-h-ligneh-25octobreau3decembre-flyer"" target="""">Pour plus d'informations sur ces grands travaux de nuit, cliquez ici pour télécharger l'affiche pdf.</a><br>La circulation des trains est également interrompue sur les lignes du RER B (entre Gare du Nord et Mitry Claye) et du RER D (entre Paris Gare de Lyon et Creil).<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01737
2021-12-29T22:00:00+01:00;2021-12-30T04:00:00+01:00;2021-10-26T14:35:08+02:00;future;travaux;Ligne R : Melun - Montargis / Paris Lyon 29-30/12;<p>Période : à partir de 21h00 jusqu'en fin de soirée<br>Dates : du mercredi 29 au jeudi 30 décembre 2021<br>Le trafic est interrompu de Melun vers Montargis et de Montargis vers Paris Gare de Lyon.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01731
2022-01-05T23:50:00+01:00;2022-01-06T03:30:00+01:00;2021-11-25T18:40:05+01:00;future;travaux;Ligne D : Paris Lyon-Villeneuve St-G. du 3 au 7/01;<p>Période : à partir de 22h50<br>Dates : du lundi 3 au vendredi 7 janvier<br>Les trains ne marquent pas l'arrêt à Créteil Pompadour, Le Vert de Maisons et Villeneuve Triage dans les deux sens.<br>Un service de bus de remplacement est mis en place entre Maisons Alfort et Villeneuve Saint-Georges<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-11-29T06:00:00+01:00;2021-12-03T21:00:00+01:00;2021-11-26T10:25:04+01:00;active;perturbation;Ligne C : Montigny-B. - Ermont-Eaubonne perturbé;<p>Le trafic est perturbé entre Montigny Beauchamp et Ermont Eaubonne.<br>Entre 6h30 et 9h30 ainsi qu’entre 16h00 et 19h30, les trains qui ont pour Origine/ Terminus Montigny Beauchamp sont rendus Origine/Terminus Ermont Eaubonne uniquement en semaine.<br>Motif : incident affectant la voie.</p>;line;C01727
2021-12-14T21:20:00+01:00;2021-12-14T23:15:00+01:00;2021-10-29T21:05:03+02:00;future;travaux;Ligne C: Austerlitz-Vers.Chant./Juvisy 29/11-17/12;<p>Période : du lundi au vendredi<br>à partir de 20h15 entre Paris Austerlitz et Versailles Chantiers<br>à partir de 21h00 entre Paris Juvisy et Versailles Chantiers<br>Dates : du lundi 29 novembre au vendredi 17 décembre  <br>Le trafic est interrompu entre Paris Austerlitz et Versailles Chantiers (à partir de 20h15) et entre Paris Austerlitz et Juvisy (à partir de 21h00) .<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01727
2021-11-26T17:40:00+01:00;2021-12-04T19:40:00+01:00;2021-11-26T17:41:45+01:00;active;travaux;Keolis CIF BUS 11 et 11.5 : Arrêts LES CHARMILLES, MAIRIE DE LE THILLAY ET PONT A L’HUILE non desservis vers Gonesse et Saint-Denis.;"<p><b>Du lundi 29 novembre 2021 au vendredi 3 décembre 2021</b></p><p>En raison de travaux de voirie rue de Paris sur la commune de le Thillay, les arrêts Les Charmilles, Mairie de Le Thillay et Pont à l’Huile ne seront pas desservis vers Gonesse et Saint-Denis.</p><p>Vers Goussainville : pas d’impact sur les arrêts</p><p>Vers Gonesse : Veuillez-vous reporter au poteau provisoire situé avenue des Violettes et à l’arrêt Pont Chinois.</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. </p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arrets-les-charmilles-mairie-de-le-thillay-et-pont-a-lhuile-non-desservis-vers-gonesse-et-saint-de/"" target=""_blank"">En savoir plus</a><br></p>";line;C02165
2021-12-14T21:40:00+01:00;2021-12-15T03:00:00+01:00;2021-11-10T12:10:01+01:00;future;travaux;Ligne P : Paris Est - Provins du 11/10 au 24/12;"<p>Période : de 20h40 à fin de service.<br>Dates : du lundi 11 octobre au vendredi 24 décembre.<br>Le trafic est interrompu entre Paris Est et Provins.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211110-p-pe-provins-jsq24dec.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01730
2021-10-11T02:00:00+02:00;2021-12-04T00:59:00+01:00;2021-10-11T22:45:13+02:00;active;perturbation;Transdev STBC - Ligne 9;"<p><div class=""fckcontainer""><p>&nbsp";line;C02133
2021-11-30T22:00:00+01:00;2021-12-01T04:00:00+01:00;2021-11-24T13:05:01+01:00;future;travaux;Ligne R : Montargis - Melun/Paris Lyon 29/11-03/12;<p>Période : à partir de 21h00 jusqu'en fin de soirée<br>Dates : du lundi 29 novembre au vendredi 03 décembre 2021<br>Le trafic est interrompu de Melun vers Montargis et de Montargis vers Paris Gare de Lyon.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01731
2021-11-22T17:30:00+01:00;2021-12-11T00:00:00+01:00;2021-11-22T17:32:22+01:00;active;travaux;Lignes 52 et 53 - du lundi 29 nov au vendredi 10 déc 2021 - Arrêt Gare de Saint-Cyr-l'école déplacé;"<p>Suite à des travaux, l'arrêt Gare de Saint-Cyr-l'école est déplacé.</p><p>La montée des voyageurs s'effectue en contrebas du parking de la gare.</p><p>La descente des voyageurs s'effectue au niveau de l'avenue de la Division Leclerc.</p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Ligne_52_et_53_-_lundi_29_nov_au_vendredi_10_dec_2021_-_Deviation_secteur_Gare_de_St_Cyr.pdf"" target=""_blank"">Cliquez ici pour ouvrir le plan de déviation</a></p><p> </p><p> </p><p> </p>";line;C02183
2021-11-29T10:00:00+01:00;2021-11-29T18:00:00+01:00;2021-11-25T10:05:05+01:00;active;perturbation;Réseau SIYONNE - Ligne EMPLET - Perturbation;"<p><div class=""fckcontainer""><br><p><u>Lundi 29 Novembre 2021 de 9h00 &agrave";line;C01443
2020-06-19T09:00:00+02:00;2021-12-31T20:00:00+01:00;2020-09-05T00:37:16+02:00;active;perturbation;Modification de la voirie à Aubergenville;<p>Mesdames, Messieurs,<br>Du 19 juin 2020 au 31 decembre 2021<br>En raison de la modification de la voirie, les arrets :<br>  * Aubergenville Gaston Jouillerat<br>  * Aubergenville Mairie <br>ne peuvent pas etre desservis.<a href='https://www.transdev-idf.com/horaire-ligne-43-val_de_seine_011'>En savoir plus sur cette information.</a></p>;line;C00121
2020-06-19T09:00:00+02:00;2021-12-31T20:00:00+01:00;2020-09-05T00:37:15+02:00;active;perturbation;Modification de la voirie à Aubergenville;<p>Mesdames, Messieurs,<br>Du 19 juin 2020 au 31 decembre 2021<br>En raison de la modification de la voirie, les arrets :<br>  * Aubergenville Gaston Jouillerat<br>  * Aubergenville Mairie <br>ne peuvent pas etre desservis.<a href='https://www.transdev-idf.com/horaire-ligne-18-val_de_seine_011'>En savoir plus sur cette information.</a></p>;;
2021-12-09T16:39:00+01:00;2021-12-09T18:41:00+01:00;2021-10-14T19:50:20+02:00;future;travaux;Ligne H : Pontoise - Creil 18/11-09/12;"<p>Période : de 15h39 à 17h41<br>Dates : <br>- jeudi 18 novembre<br>- jeudi 25 novembre<br>- jeudi 02 décembre<br>- jeudi 09 décembre<br>L'horaire du train TSOL 121349 est modifié.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211118-H-INFO%20TRAFIC%20HORAIRES%20MODIFIES%20121349%20les%20jeudis%2018%20et%202511%20et%20le%2002%20et%200912.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01737
2020-10-07T10:00:00+02:00;2022-01-01T00:59:00+01:00;2021-09-01T15:40:00+02:00;active;travaux;Travaux à Ris-Orangis;<p>Les arrêts Joliot Curie et ZA Bois de l'Epine ne seront pas desservis du 5 février 2020 jusqu'à la fin des travaux. Merci de vous reporter à l'arrêt provisoire Joliot Curie (à l'angle de l'avenue du Front Populaire)</p>;line;C01621
2021-11-08T01:00:00+01:00;2022-04-01T01:59:00+02:00;2021-11-01T02:20:04+01:00;active;perturbation;Travaux Fontaine-la-Rivière;"<p><div class=""fckcontainer""><br><p>Note FI 21 10 11</p><br><p>En raison de travaux d&rsquo";line;C02068
2022-01-22T00:00:00+01:00;2022-01-22T03:30:00+01:00;2021-11-25T21:40:04+01:00;future;travaux;Ligne D : Juvisy - Corbeil-Ess. du 10/1 au 4/2;<p>Période : en semaine à partir de 23h  <br>Dates : du lundi 10 janvier au vendredi 4 février  <br>Le trafic est interrompu entre Juvisy et Corbeil-Essonnes via Ris-Orangis.<br>Un service de bus de remplacement est mis en place entre:<br>Paris et Corbeil Essonnes via Ris Orangis<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2021-10-04T08:00:00+02:00;2021-12-03T21:00:00+01:00;2021-10-01T12:56:39+02:00;active;perturbation;Travaux à ST PIERRE LES NEMOURS;"<p><div class=""fckcontainer""><p>&nbsp";line;C01969
2022-02-01T23:50:00+01:00;2022-02-02T03:30:00+01:00;2021-11-25T20:50:00+01:00;future;travaux;Ligne D : Paris Lyon - Melun du 10/1 au 4/2;<p>Période : à partir  de 22h50 en semaine<br>Dates : du lundi 10 janvier au vendredi 4 février<br>Le trafic est interrompu entre Paris Gare de Lyon et Melun.<br>Un service de bus de remplacement est mis en place entre:<br>Paris et Lieusaint via Combs la Ville<br>Paris et Melun<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2022-01-15T05:00:00+01:00;2022-01-16T04:00:00+01:00;2021-11-25T22:00:04+01:00;future;travaux;Ligne U:La Défense-La Verrière du 15 au 23 janvier;"<p>Période : toute la journée<br>Dates :<br>- du samedi 15 au dimanche 16 janvier 2022<br>- du samedi 22 au dimanche 23 janvier 2022<br>Le trafic est interrompu entre La Défense et La Verrière.<br>Jusqu'à 23h20, veuillez emprunter les lignes L entre La Défense et Saint-Cloud et N entre Versailles Chantiers et La Verrière, ainsi que les bus de remplacement entre Saint Cloud et Versailles Chantiers.<br>Au delà de 23h20, veuillez emprunter le service de bus qui circule entre La Défense et La Verrière.<br>Les services de bus de remplacement mis en place desservent les gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20220115-u-laverriere-ladefense-15au23janvier-we"" target=""""><br>Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01741
2021-11-09T12:30:00+01:00;2022-03-20T03:30:00+01:00;2021-11-09T12:33:42+01:00;active;travaux;Ligne T1 : Hôpital Avicenne non desservi 20/10-19/04;"<p>Période : toute la journée.</p><p>Dates : du mercredi 20 octobre 2021 jusqu'au mardi 19 avril 2022 inclus.</p><p>La station Hôpital Avicenne est fermée au public.</p><p>Motif : travaux de modernisation.</p><p><a href=""https://www.transilien.com/fr/#icv-T1-0cafbcfc-7afd-4583-af9e-f10a407b07a2"" target=""_blank"">Cliquer ici plus plus d'informations.</a></p>";line;C01389
2021-09-01T12:30:00+02:00;2023-01-01T00:59:00+01:00;2021-09-01T12:35:07+02:00;active;travaux;"Travaux - Arrêt ""Jean Jaurès"" - Vernouillet vers Les Mureaux et Verneuil";<p>En raison de travaux de construction d’un lotissement,</p><p>boulevard de l’Europe à Vernouillet,</p><p>l’arrêt Jean Jaurès en direction des Mureaux et de Verneuil</p><p>est déplacé de 30 mètres en amont, à hauteur du poteau provisoire,               situé devant le parking de la clinique vétérinaire</p><p><p></p></p><p>du 31 août 2021 jusqu’à la fin des travaux.</p>;stop_point;monomodalStopPlace:54231
2021-12-12T22:10:00+01:00;2021-12-13T03:30:00+01:00;2021-10-29T22:25:05+02:00;future;travaux;Ligne C: Austerlitz - Dourdan / Etampes 5,12,17/12;<p>Période : <br>à partir de 21h10 entre Dourdan et Paris Austerlitz<br>à partir de 22h entre St-Martin d'Etampes et Paris Austerlitz<br>Dates : les dimanches 5, 12 et 17 décembre<br>Le trafic est interrompu entre Paris Austerlitz et Dourdan (à partir de 21h10) et entre Paris Austerlitz et Saint-Martin d'Étampes (à partir de 22h00).<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01727
2021-11-02T23:30:00+01:00;2021-12-06T04:30:00+01:00;2021-10-29T16:20:06+02:00;active;perturbation;Ligne 618 - Du 02 au 05 novembre 2021;"<p><div class=""fckcontainer""><br><p>En raison des navettes de substitution, les arr&ecirc";line;C01586
2021-09-02T02:00:00+02:00;2022-08-31T02:00:00+02:00;2021-08-31T18:20:11+02:00;active;perturbation;Nouveauté réseau;"<p><div class=""fckcontainer""><br><p>&nbsp";line;C00948
2021-09-13T07:00:00+02:00;2022-01-03T00:30:00+01:00;2021-09-10T14:55:04+02:00;active;perturbation;Ligne 12 - arrêt METRO PREFECTURE;"<p><div class=""fckcontainer""><p>&nbsp";line;C00548
2019-10-21T17:30:00+02:00;2021-12-31T18:30:00+01:00;2019-10-21T17:42:00+02:00;active;perturbation;Arrêt non desservi du 28 octobre jusqu'à la fin des travaux;<p>En raison de travaux rue Moanda à Luzarches, l’arrêt « Luzarches Gare » de la ligne 12 ne sera pas desservi dans les deux sens à partir du 28 octobre et jusqu’à la fin des travaux (au moins 18 mois). </p><p> Veuillez-vous reporter à l’arrêt « Érik Satie ».&nbsp;line;C00194
2021-10-11T23:50:00+02:00;2021-10-12T04:00:00+02:00;2021-11-10T12:40:04+01:00;future;travaux;Ligne E : Haussmann St-L. - Tournan 11/10 - 30/12;"<p>Période : à partir de 21h50 du lundi au vendredi<br>Dates : du lundi 11 octobre au jeudi 30 décembre 2021<br>Aucun train à partir de :<br>- 21h50 entre Haussmann Saint-Lazare et Tournan,<br>- 22h30 entre Haussmann Saint-Lazare et Villiers sur Marne Le Plessis Trévise.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Attention, les bus en direction de Villiers sur Marne et Tournan sont prévus au départ de la gare RER de Noisy le Grand Mont-d'Est.<br><a href=""https://transilien.com/sites/transilien/files/sentinelle-2021110-e-hausmannvillierstournan-novembre_decembre-nouvelleaffiche-soireesemaine"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01729
2021-09-30T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-09-28T21:36:09+02:00;active;perturbation;Ligne 613 - A compter du 30 septembre 2021;"<p><div class=""fckcontainer""><p>En raison des am&eacute";line;C01581
2021-11-08T04:00:00+01:00;2021-12-18T00:55:00+01:00;2021-11-04T10:52:40+01:00;active;travaux;Perturbations sur la ligne 30-37, du 08 novembre au 17 décembre 2021;<p>Nous informons notre aimable clientèle qu'en raison de travaux, l’arrêt « Stade » sera reporté provisoirement sur l’avenue des Marais à l’angle du 2 allée du Jasmin du 8 novembre au 17 décembre 2021.</p><p>Merci de votre compréhension.</p>;line;C00463
2021-11-30T09:00:00+01:00;2021-12-01T18:00:00+01:00;2021-11-23T14:55:00+01:00;future;perturbation;RESEAU SENART DEVIATION LIGNE 64 DU 30/11 AU 01/12;"<p><div class=""fckcontainer"">Du mardi 30 novembre au 01 décembre 2021 <br> de 8h00 à 17h00<br>En raison des travaux de voirie, avenue de la Forêt à Combs la ville, et à la fermeture de celle-ci, une déviation est mise en place. <br>Les arrêts suivants seront déplacés.<br>« Hottinguer »<br> « Anatole France »<br>Nous vous prions de bien vouloir nous excuser de la gêne occasionnée.</div><a href='https://www.transdev-idf.com/horaire-ligne-64-senart_519'>En savoir plus sur cette information.</a></p>";line;C00860
2021-10-04T08:00:00+02:00;2021-12-31T23:00:00+01:00;2021-10-01T20:40:07+02:00;active;perturbation;Travaux Sainte Aulde;"<p><div class=""fckcontainer""><br><p>Du 4 Octobre au 31 D&eacute";line;C00921
